	D21BC	D21PT	D21R6	D21R7
AL049871.1	0	0	0	0
GPHB5	0	0	0	1
PPP2R5E	133	188	248	200
AL136038.3	0	1	0	0
AL136038.1	0	0	0	0
AL136038.4	4	3	6	2
WDR89	115	94	94	76
AL136038.2	46	32	35	31
HSPE1P2	0	0	1	1
RNU6-597P	0	0	0	0
RNU6-1162P	0	0	0	0
AL136038.5	2	2	7	4
SGPP1	161	134	179	135
AL161670.2	0	0	0	0
RNU7-116P	0	0	0	0
AL161670.1	0	0	0	0
RPS28P1	0	0	0	0
SYNE2	17	40	33	28
ESR2	0	2	0	0
MIR548H1	0	0	0	0
AL161756.1	0	1	2	0
TEX21P	3	7	2	3
AL161756.3	2	1	1	2
AL161756.2	0	0	0	0
MTHFD1	181	147	294	245
AL122035.1	4	5	5	4
AL122035.2	39	30	44	45
ZBTB25	131	206	222	174
AKAP5	2	8	9	9
ZBTB1	340	341	512	381
AL049869.3	12	12	11	7
AL049869.4	0	0	1	0
HSPA2	50	94	94	58
PPP1R36	4	4	5	2
AL049869.2	0	0	0	0
AL049869.1	0	0	0	1
PLEKHG3	7	10	6	10
SPTB	2	2	0	0
MIR7855	0	0	0	0
RPPH1-2P	0	0	0	0
CHURC1	105	131	270	259
CHURC1-FNTB	0	0	0	0
GPX2	1	7	1	5
RAB15	47	59	53	29
FNTB	58	54	75	74
AL139022.2	1	0	0	1
MAX	284	266	648	544
MIR4706	0	0	0	0
AL139022.1	54	65	155	115
RNU2-14P	0	0	0	0
LINC02324	0	0	1	1
AL355076.3	0	0	0	0
AL355076.2	0	0	0	0
RPL21P7	0	1	0	0
AL355076.1	0	0	0	0
PTBP1P	0	0	0	1
MIR4708	0	0	0	0
FUT8	224	233	374	358
FUT8-AS1	10	5	16	6
RPL21P8	0	1	2	4
MIR625	0	0	0	0
EIF1AXP2	1	0	2	0
AL391261.1	0	0	0	0
AL391261.3	0	0	0	0
AL391261.2	0	1	0	0
AL391261.4	0	0	0	0
YBX1P1	5	3	2	4
LINC02290	0	0	0	0
AL359232.1	4	1	4	6
CCDC196	4	6	6	9
GPHN	77	91	97	101
AL133241.1	0	0	0	0
AL049835.1	0	2	0	0
FAM71D	0	0	1	3
AL135978.1	0	0	0	0
MPP5	138	119	200	170
ATP6V1D	244	182	371	312
EIF2S1	556	513	689	451
PLEK2	9	5	13	8
MIR5694	0	0	0	0
TMEM229B	0	5	78	126
PLEKHH1	13	16	31	30
PIGH	90	65	89	68
AL132640.1	0	0	3	0
AL132640.2	0	0	0	0
AL132640.3	0	1	0	0
ARG2	226	189	221	199
VTI1B	354	296	365	301
COX7A2P1	1	1	4	0
RNA5SP386	0	0	0	0
AL049779.1	0	0	0	0
RDH11	614	423	535	372
RDH12	1	0	2	3
RN7SL369P	0	0	0	0
RPL21P9	0	0	0	0
ZFYVE26	156	166	467	420
AL049779.3	0	0	0	0
RN7SL213P	0	0	0	0
AL049779.2	0	0	0	0
RAD51B	38	40	63	44
AL133370.2	0	2	1	0
AL133370.1	1	0	0	0
RN7SL706P	0	0	1	0
RN7SL108P	0	0	0	0
AL122013.1	1	0	0	0
PPIAP6	3	2	1	0
AL121820.2	0	0	0	0
AL121820.1	0	0	0	3
RPL12P7	0	0	0	0
RNU6-921P	0	0	0	0
ZFP36L1	261	585	772	542
MAGOH3P	0	0	0	0
BLZF2P	1	1	2	1
ACTN1	1378	1560	2934	2241
HMGN1P3	0	0	0	0
BANF1P1	0	5	4	0
ACTN1-AS1	1	1	1	3
RPS29P1	0	0	0	0
DCAF5	261	300	412	318
DDX18P1	5	3	4	1
AL391262.1	0	0	0	0
AL359317.2	0	1	5	5
EXD2	155	149	240	201
AL359317.1	3	6	11	3
GALNT16	70	72	68	51
AL157996.1	4	2	1	1
ERH	570	445	743	784
SLC39A9	1167	1142	1359	965
PLEKHD1	0	0	2	5
AL133445.1	0	0	0	0
CCDC177	1	5	0	0
SUSD6	274	343	502	408
AL133445.2	1	5	2	1
SRSF5	981	905	1236	1216
SLC10A1	1	2	3	6
SMOC1	107	125	334	345
RPL7AP6	14	14	5	10
SLC8A3	112	106	2	1
AL160191.1	0	0	0	1
AL160191.3	0	0	0	0
AL160191.2	0	0	0	0
ADAM21P1	1	2	3	3
AL356804.1	0	0	0	0
COX16	7	13	12	14
SYNJ2BP-COX16	0	0	0	0
RNU2-51P	0	0	0	0
SYNJ2BP	207	178	179	147
AL357153.2	1	2	1	0
ADAM21	4	8	8	9
ADAM20P1	2	6	9	5
RNU6-659P	0	0	0	0
ADAM20	2	11	10	11
AL357153.4	2	3	2	3
MED6	30	38	80	62
AL357153.3	0	0	0	0
KRT18P7	10	4	6	3
AL357153.1	0	0	0	0
RN7SL77P	0	0	0	0
TTC9	151	110	11	5
LINC01269	0	0	0	0
MAP3K9	3	2	2	2
AC004816.1	0	0	0	0
AC004816.2	1	1	4	1
AC004825.1	0	0	0	0
AC004825.2	1	1	2	0
PCNX1	468	629	848	724
AC005230.1	2	2	5	4
GTF3AP2	0	0	2	1
PTTG4P	1	0	1	1
AC004817.3	0	0	1	2
AC004817.2	0	0	0	0
AC004817.1	0	0	0	0
AC004817.4	0	1	0	0
AC005476.2	17	20	19	15
SIPA1L1	753	951	698	464
AC005476.1	3	4	3	2
SNORD56B	0	0	1	0
RN7SL683P	2	2	2	2
AC005993.1	0	0	0	0
RGS6	0	0	1	0
MIR7843	0	0	0	0
AC004828.1	0	0	0	0
DPF3	1	4	10	7
DCAF4	57	57	68	63
AC007160.1	0	0	1	0
AL442663.4	0	3	1	1
AL442663.1	0	0	1	0
ZFYVE1	112	132	235	206
RN7SL586P	0	0	0	0
AL442663.3	39	26	64	54
RBM25	309	304	518	378
AL442663.2	1	1	2	1
PSEN1	289	328	592	453
AC004858.1	0	1	2	0
PAPLN	126	118	135	166
AC004846.1	11	8	25	18
RNU6-419P	0	0	0	0
AC004846.2	8	19	18	17
NUMB	194	217	319	290
AC005280.3	0	0	0	0
AC005280.2	1	0	0	1
AC005280.1	0	2	2	0
HEATR4	12	15	25	20
RIOX1	47	49	118	85
AC005225.1	0	0	0	1
AC005225.3	0	0	0	0
ACOT1	21	11	48	59
NT5CP2	0	1	0	0
ACOT2	38	38	103	86
NT5CP1	0	0	1	0
AC005225.4	0	1	2	0
ACOT4	20	14	20	11
ACOT6	1	1	2	1
AC005225.2	0	0	3	0
NDUFB8P1	0	0	2	0
DNAL1	119	126	119	106
RNU6-240P	0	1	0	0
AC006146.1	9	24	18	13
PNMA1	196	212	331	243
ELMSAN1	182	278	286	231
MIR4505	0	0	2	0
AC005520.2	22	8	19	15
LINC02274	0	0	0	0
AC005520.4	0	0	0	0
PTGR2	18	26	31	23
AC005520.1	1	0	1	0
AC005520.5	1	2	0	2
ZNF410	4	5	14	7
AC005480.1	25	24	43	39
AC005520.3	0	2	0	1
FAM161B	88	121	170	178
COQ6	128	98	163	159
ENTPD5	127	126	205	172
AC005480.2	0	0	0	0
BBOF1	121	125	138	119
ALDH6A1	350	352	390	292
LIN52	32	30	76	44
RN7SL530P	0	0	0	0
AC006349.1	0	0	0	0
VSX2	0	0	0	0
ABCD4	137	129	159	152
AC005519.1	4	6	4	1
VRTN	0	0	0	0
SUB1P2	0	1	0	0
RPS2P2	0	0	1	0
SYNDIG1L	0	0	0	0
AC005479.2	0	0	0	0
AC005479.1	1	0	1	2
NPC2	514	441	1491	1519
MIR4709	0	0	0	0
RAP1AP	1	0	4	2
ISCA2	45	32	111	91
LTBP2	777	1021	2718	4242
AC013451.1	41	47	136	185
AC013451.2	0	1	0	0
AREL1	178	166	373	299
AC007956.1	2	2	2	0
FCF1	214	187	354	306
YLPM1	228	396	425	383
PROX2	3	7	9	11
AC006530.1	0	0	0	0
DLST	372	434	499	440
RPS6KL1	2	5	9	5
PGF	772	704	470	293
EIF2B2	136	128	177	121
AL049780.1	20	28	36	29
AL049780.3	3	3	1	3
MLH3	203	219	216	170
RNU6-689P	0	0	1	0
ACYP1	16	22	28	33
ZC2HC1C	4	7	7	2
NEK9	417	484	694	554
HIF1AP1	0	0	1	0
AL049780.2	2	4	3	4
TMED10	2566	2690	4040	3039
AL691403.2	0	0	1	0
RNU4ATAC14P	0	0	0	0
AL691403.1	0	0	0	0
AF111167.1	0	0	0	0
FOS	340	371	419	315
DPPA5P4	0	0	0	0
LINC01220	1	0	1	2
AF111167.2	1	1	1	2
JDP2	363	270	392	310
BATF	1	1	18	8
AC007182.1	26	25	31	21
FLVCR2	56	54	93	48
AC007182.2	3	2	3	2
RNA5SP387	0	0	0	0
MIR7641-2	0	0	0	0
TTLL5	103	120	152	105
ERG28	49	30	56	41
AF107885.2	0	1	0	2
AF107885.1	0	0	1	0
IFT43	67	76	99	65
TGFB3	298	346	251	143
TGFB3-AS1	23	18	15	12
AC008015.1	0	0	0	0
AC016526.4	3	6	3	1
GPATCH2L	389	537	515	393
AC016526.2	0	0	1	0
AC016526.3	0	0	1	2
AC016526.1	0	0	0	0
ESRRB	2	0	3	0
AC008050.1	0	0	1	1
CYCSP1	0	0	0	0
RPSAP3	1	0	0	0
AC007376.1	0	0	0	0
AC007376.2	0	1	0	1
VASH1	85	68	172	122
AF111169.3	10	6	7	7
AF111169.1	0	0	0	0
VASH1-AS1	33	35	67	45
ANGEL1	105	130	169	120
LRRC74A	0	0	0	0
RPL22P2	3	2	0	0
RN7SKP17	0	0	0	0
AF111169.2	0	0	0	0
LINC01629	23	8	8	4
RN7SL356P	0	0	1	0
AC007686.1	2	3	2	4
IRF2BPL	221	231	470	416
AC007686.3	25	38	85	63
LINC02288	1	0	0	0
AC007686.2	0	0	0	0
LINC02289	0	0	2	0
CIPC	76	95	133	94
AC007375.2	0	0	0	0
TMEM63C	31	44	6	1
ZDHHC22	0	1	0	0
AC007375.3	0	0	0	0
AC007375.1	0	0	0	0
NGB	0	0	0	0
MIR1260A	0	0	0	0
POMT2	194	215	354	317
GSTZ1	164	131	133	148
TMED8	189	228	243	190
AC007954.1	0	1	0	0
SAMD15	9	5	14	5
NOXRED1	2	6	6	4
VIPAS39	183	166	252	210
AHSA1	503	417	749	629
RF00404	0	0	0	1
ISM2	61	93	21	23
SPTLC2	377	379	588	454
RN7SL587P	0	1	1	1
COX6CP11	0	0	0	0
ALKBH1	58	53	59	66
RPL21P10	2	2	0	0
ZMYND19P1	0	0	0	0
SLIRP	171	146	253	172
SNW1	296	272	488	414
C14orf178	20	23	28	48
ADCK1	31	18	32	35
FXNP1	0	0	0	0
NRXN3	9	14	3	8
RNA5SP388	0	0	0	0
RPS26P48	0	0	0	0
AF099810.1	0	2	0	0
AC009396.2	0	0	0	0
AC009396.3	0	0	0	0
AC009396.1	0	0	0	0
AC026888.1	0	1	0	0
AC022469.1	0	0	0	0
AC022469.2	0	0	0	0
AC008056.2	0	0	0	0
AC008056.1	0	0	0	0
AF123462.1	0	0	0	0
DIO2	67	77	63	33
DIO2-AS1	2	1	0	0
CEP128	27	38	24	29
AC022404.1	0	0	1	0
TSHR	5	14	12	10
BHLHB9P1	0	1	1	1
RPL17P3	0	0	0	0
AC007262.1	0	1	0	0
AC007262.2	0	2	10	8
NMNAT1P1	0	0	1	1
GTF2A1	263	299	382	240
SNORA79	0	0	1	0
AL136040.1	2	1	4	4
DYNLL1P1	0	0	2	0
UNGP3	0	1	3	0
STON2	86	88	278	245
AL121769.1	0	1	1	1
DYNLL1P2	1	0	0	0
LINC02308	0	0	0	0
SEL1L	1070	961	1166	1363
LINC01467	1	0	0	0
EEF1A1P2	0	0	0	0
LINC02311	0	0	0	0
AL355838.1	0	0	0	0
RPL9P6	0	0	0	0
EIF3LP1	0	0	0	0
LINC02301	0	0	0	0
ENSAP2	0	0	0	0
AL355095.1	0	0	0	0
AL359238.1	0	0	0	0
AL162872.1	0	0	0	0
RNU7-51P	0	0	0	0
RNU6ATAC28P	0	0	0	0
AL161713.1	0	0	0	0
LINC02305	0	0	0	0
MTND4P33	0	0	0	0
MTND5P35	0	0	0	0
MTCYBP27	0	0	0	0
RNU6-976P	0	0	0	0
AL163642.1	0	0	0	0
AL163642.2	0	0	0	0
AL357172.1	0	0	0	0
AL049775.2	0	0	0	0
LINC02329	0	0	0	0
LINC00911	0	0	0	0
AL049775.1	1	3	6	0
AL049775.3	1	0	1	0
FLRT2	331	446	351	224
LINC02328	1	2	5	3
LINC02316	0	0	0	1
LINC02309	0	0	0	0
LINC01148	0	0	0	0
AL358292.1	0	0	0	0
AL352955.1	0	0	0	0
AL157688.1	1	0	0	0
LINC02296	0	0	0	0
AL135746.1	0	0	0	0
LINC02330	0	0	0	0
AL359237.1	0	0	0	0
AL136501.1	0	0	0	0
GALC	144	198	554	398
FAM35CP	2	1	0	5
RNU6-835P	0	0	0	0
GPR65	0	0	0	0
AL157955.1	0	0	0	0
AL157955.2	0	0	0	0
LINC01146	0	0	0	0
AL133279.2	0	0	0	0
AL133279.3	0	0	0	0
AL133279.1	0	0	0	0
KCNK10	0	0	0	0
SPATA7	45	64	54	64
PTPN21	91	122	237	202
AL162171.2	4	5	12	8
RNU4-22P	1	0	1	0
AL162171.1	1	1	1	0
ZC3H14	277	302	444	346
AL162171.3	4	9	4	1
EML5	15	20	51	35
AL121768.1	0	0	0	1
RNU4-92P	0	0	0	0
TTC8	124	120	193	172
AL137785.1	0	0	0	0
MPPE1P1	0	0	0	0
FOXN3	222	356	485	346
AL138478.1	37	49	67	47
CAP2P1	4	6	0	0
AL357093.2	0	2	3	0
AL357093.1	0	0	0	0
AL356805.1	0	0	1	0
AL137230.2	0	0	0	0
FOXN3-AS1	6	3	6	6
FOXN3-AS2	0	0	0	1
RN7SKP107	0	0	0	0
AL137230.1	0	0	0	0
RN7SKP255	22	31	47	50
CHORDC2P	0	0	0	0
EFCAB11	26	27	36	33
RAB42P1	0	0	0	0
TDP1	87	76	111	43
KCNK13	0	0	0	0
GLRXP2	0	0	0	0
PSMC1	377	304	554	395
NRDE2	232	297	381	290
RPL21P11	0	0	0	0
AL512791.2	3	6	0	1
CALM1	1054	894	1650	1168
AL512791.1	97	96	146	128
LINC02317	0	0	0	0
LINC00642	0	0	0	0
AL096869.3	0	0	0	0
TTC7B	45	46	50	50
AL096869.1	0	1	2	2
AL096869.2	0	1	4	0
AL139193.1	0	1	0	0
AL139193.2	0	2	0	1
AL122020.1	1	1	0	0
LINC02321	0	0	0	0
RPS6KA5	28	32	23	15
DGLUCY	111	122	335	359
RNU7-30P	0	0	0	0
SNORA11B	0	0	1	0
GPR68	99	107	163	116
AL135818.1	3	3	11	7
AL135818.2	0	1	0	0
CCDC88C	7	20	9	3
AL133153.2	1	0	0	0
AL133153.1	0	0	0	0
PPP4R3A	204	220	299	252
AL133373.1	0	0	0	0
AL133373.2	1	0	0	0
CATSPERB	0	0	1	0
POLR3GP1	0	0	0	0
NANOGP7	0	0	0	0
AL121839.1	0	0	0	0
AL121839.2	0	0	0	0
TC2N	0	2	4	4
FBLN5	134	175	594	764
TRIP11	567	567	650	427
AL049872.1	2	3	7	2
ATXN3	120	97	239	218
NDUFB1	256	185	228	255
CPSF2	420	418	600	441
AL133240.1	0	0	0	0
RNU6-366P	0	0	0	0
SLC24A4	0	0	1	0
RIN3	15	28	13	15
LGMN	213	231	664	561
GOLGA5	440	377	527	353
AL117192.1	0	0	0	0
LINC02287	0	0	0	0
CHGA	2	0	1	2
ITPK1	89	109	162	135
ITPK1-AS1	0	5	1	3
AL110118.1	0	0	1	0
MOAP1	88	90	89	72
TMEM251	25	5	16	6
AL110118.2	0	0	0	1
GON7	36	27	68	55
UBR7	91	94	203	145
AL132838.1	0	1	0	0
BTBD7	199	232	288	245
AL132838.2	0	0	0	0
UNC79	2	6	4	2
AL122023.1	1	0	0	0
COX8C	0	0	0	0
RNU6-1258P	0	0	0	0
PRIMA1	0	0	0	0
AL132642.2	0	0	0	0
FAM181A-AS1	0	0	0	0
FAM181A	0	0	0	0
ASB2	0	1	6	3
AL132642.1	0	0	0	0
MIR4506	0	0	0	0
CCDC197	1	1	0	0
OTUB2	10	20	22	17
DDX24	1051	944	1680	1545
IFI27L1	107	106	176	162
IFI27	5	5	1537	1533
IFI27L2	276	227	327	298
PPP4R4	3	0	6	8
SERPINA10	0	0	1	0
SERPINA6	0	2	1	1
SERPINA2	0	0	0	0
SERPINA1	43	78	19	6
AL132708.1	0	0	1	0
SERPINA11	0	1	1	0
SERPINA9	0	0	0	0
SERPINA12	0	0	0	1
SERPINA4	0	0	0	0
SERPINA5	61	79	169	117
AL049839.2	1	2	5	2
SERPINA3	18	27	11	5
ADIPOR1P2	1	0	0	0
SERPINA13P	0	0	0	0
AL049839.1	0	0	0	0
RPSAP4	0	0	0	0
GSC	1	9	9	18
AL121612.2	0	0	0	0
RPL15P2	0	0	0	0
AL121612.1	0	0	0	0
LINC02279	0	0	0	0
AL390254.1	0	0	0	0
DICER1	329	417	495	477
MIR3173	0	0	0	1
DICER1-AS1	9	15	9	26
CLMN	24	46	82	59
AL356017.1	0	0	0	0
AL117187.1	0	0	0	0
LINC02292	0	0	0	0
SYNE3	175	222	822	904
AL133467.1	2	0	3	2
SNHG10	32	21	42	32
SCARNA13	907	844	1287	1346
GLRX5	911	791	1220	1260
LINC02318	0	0	0	0
AL133467.2	0	0	0	0
AL133467.4	0	0	0	0
TCL6	0	0	0	0
RF02192	0	0	0	0
AL133467.3	0	0	0	0
RF02193	0	0	0	0
TCL1B	0	0	0	0
TCL1A	0	0	0	0
AL139020.1	0	0	0	0
AL133167.1	0	0	0	0
TUNAR	0	0	0	0
AL137190.1	0	0	0	0
C14orf132	262	311	421	281
BDKRB2	14	23	32	29
AL355102.2	0	0	0	0
AL355102.1	0	0	0	0
CKS1BP1	0	0	1	1
AL355102.5	0	0	0	0
BDKRB1	1	0	3	1
AL355102.4	0	0	0	0
AL355102.3	0	0	0	0
ATG2B	234	282	434	296
GSKIP	96	70	166	104
RNU2-33P	0	0	0	0
AK7	0	3	3	0
PEBP1P1	0	0	0	0
RPL23AP10	0	0	0	0
AL163051.1	2	0	3	2
PAPOLA	504	532	734	514
AL163051.2	2	4	8	4
AL137786.1	0	1	0	0
RN7SKP108	0	0	0	0
LINC02299	0	0	0	0
VRK1	33	40	42	28
LINC00618	3	0	0	0
AL049833.3	0	0	0	0
AL049833.2	0	0	0	0
AL049833.1	0	0	0	0
LINC02304	0	0	0	0
LINC02325	0	0	0	0
LINC02291	0	0	0	0
LINC02312	0	0	0	0
AL355097.1	0	0	0	0
LINC01550	1	1	9	8
AL163932.1	0	0	0	0
LINC02295	0	0	0	0
RN7SL714P	0	0	0	0
AL132719.1	0	0	0	0
C14orf177	0	0	0	0
AL132796.1	0	0	0	0
AL132796.3	0	0	0	0
AL132796.2	0	0	0	0
RPL3P4	17	24	8	9
AL162151.2	4	0	0	0
AL162151.1	0	0	0	0
BCL11B	3	9	2	0
AL109767.1	0	0	0	0
AL132819.1	0	0	0	0
SETD3	353	301	427	255
RNU6-91P	0	0	0	0
CCNK	57	83	96	54
CCDC85C	69	103	99	90
AL110504.1	7	4	6	5
AL160313.1	0	0	1	1
HHIPL1	917	685	804	506
CYP46A1	3	15	5	7
AL160313.2	0	0	1	0
EML1	349	297	378	283
RNU1-47P	0	0	0	0
VDAC3P1	0	0	0	0
EVL	50	118	123	114
AL133368.1	1	1	1	0
AL133368.2	0	0	0	0
AL157912.1	0	0	0	0
MIR151B	0	0	0	0
MIR342	0	0	0	1
DEGS2	26	42	27	23
AL133523.1	3	1	5	5
YY1	530	508	643	566
AL157871.5	2	6	2	5
MIR6764	0	0	0	0
AL157871.6	10	15	7	6
SLC25A29	33	53	59	106
AL157871.1	13	16	24	21
MIR345	0	0	0	0
RN7SL523P	0	0	0	0
SLC25A47	1	2	0	0
WARS	432	404	760	704
AL157871.4	40	38	92	70
AL157871.2	2	4	0	0
AL157871.3	0	0	1	1
WDR25	47	26	61	34
AL135838.1	0	1	0	0
AL845552.1	0	0	0	0
RN7SKP92	0	0	1	0
BEGAIN	3	7	6	2
AL845552.2	1	1	3	1
AL163974.1	0	0	0	0
LINC00523	0	0	0	0
AL132711.1	0	0	0	0
DLK1	0	0	0	2
MEG3	283	658	724	602
MIR2392	0	0	0	0
RF01928	0	0	0	0
AL117190.3	0	0	1	0
RF01872	0	0	0	0
AL117190.2	14	26	54	35
AL117190.1	13	13	30	14
MIR770	0	0	0	0
MIR493	0	0	0	0
MIR337	0	0	0	0
MIR665	0	0	0	0
RTL1	21	32	39	42
MIR431	1	0	0	0
MIR433	0	0	1	3
MIR127	0	0	1	1
MIR432	0	1	2	1
MIR136	0	0	0	1
MEG8	67	88	129	85
RF02145	0	0	0	0
SNORD112	0	0	0	0
RF02146	0	0	0	0
MIR370	1	3	3	6
SNORD113-1	0	0	0	0
SNORD113-2	1	0	0	0
SNORD113-3	0	0	1	1
SNORD113-4	0	0	0	0
SNORD113-5	1	0	0	0
SNORD113-6	0	0	0	0
SNORD113-7	0	1	0	0
SNORD113-8	0	1	0	0
SNORD113-9	0	1	1	0
SNORD114-1	0	0	3	2
SNORD114-2	1	0	0	0
SNORD114-3	1	1	2	1
SNORD114-4	1	0	0	0
SNORD114-5	1	0	0	0
RF00181	3	6	4	5
SNORD114-6	0	0	0	0
SNORD114-7	0	1	0	1
SNORD114-9	0	0	2	1
SNORD114-10	2	2	4	2
SNORD114-11	1	0	4	1
SNORD114-12	0	0	0	0
SNORD114-13	0	0	0	0
SNORD114-14	0	0	0	0
SNORD114-15	0	2	0	0
SNORD114-16	0	0	0	0
SNORD114-17	1	0	1	0
SNORD114-18	0	1	2	1
SNORD114-19	1	0	0	0
SNORD114-20	2	1	9	1
SNORD114-21	1	1	3	2
SNORD114-22	0	0	0	0
SNORD114-23	1	0	1	2
SNORD114-24	0	0	0	0
SNORD114-25	0	0	2	0
SNORD114-26	0	0	0	0
SNORD114-27	0	0	0	1
SNORD114-28	1	0	1	1
SNORD114-29	0	0	0	0
SNORD114-30	0	0	0	0
SNORD114-31	0	0	0	0
MIR379	0	0	0	0
MIR411	0	0	1	1
MIR299	0	0	0	0
MIR380	0	0	0	1
MIR1197	0	0	0	0
MIR323A	0	0	0	0
MIR758	0	0	0	0
MIR329-1	0	0	0	0
MIR329-2	0	0	0	0
MIR494	0	0	0	0
MIR1193	0	0	2	1
MIR543	0	0	0	0
MIR495	0	0	0	0
MIR376C	0	0	0	0
MIR376A2	1	0	1	1
MIR654	0	3	1	6
MIR376B	0	1	0	0
MIR376A1	0	0	0	0
MIR300	1	0	0	2
MIR1185-1	0	1	2	1
MIR1185-2	0	0	2	0
MIR381HG	2	3	4	2
MIR381	1	0	1	0
MIR487B	0	0	2	0
MIR539	2	0	0	0
MIR889	0	1	1	0
MIR544A	0	0	0	0
MIR655	1	2	1	2
MIR487A	1	0	2	3
MIR382	0	1	0	0
MIR134	0	3	3	0
MIR668	0	1	3	1
MIR485	0	1	0	0
MIR323B	0	1	2	0
MIR154	0	1	0	1
MIR496	1	0	0	0
MIR377	0	1	0	0
MEG9	11	18	17	8
MIR541	0	0	1	1
MIR409	2	0	1	1
MIR412	0	0	2	0
MIR369	0	0	0	1
MIR410	0	0	0	0
MIR656	0	1	0	0
AL132709.1	0	0	1	0
LINC02285	0	0	0	0
AL355836.1	0	0	0	0
AL359682.1	0	0	0	0
AL355096.1	0	0	0	0
LINC00524	0	0	0	0
LINC02314	0	0	0	0
AL049836.2	0	0	0	0
DIO3OS	0	3	4	3
MIR1247	0	0	0	0
DIO3	1	2	1	1
AL049836.1	0	0	0	0
LINC02320	0	0	0	0
AL355032.1	1	1	0	2
LINC00239	0	0	0	0
PPP2R5C	456	431	567	428
AL137779.2	3	3	3	4
RNU6-790P	0	0	0	0
AL137779.1	0	0	2	0
AL137779.3	0	0	2	0
AL118558.3	5	11	10	15
AL118558.4	0	0	1	1
DYNC1H1	4212	4930	5432	4783
AL118558.2	0	0	2	2
AL118558.1	245	246	334	248
RN7SL472P	0	0	0	0
HSP90AA1	1271	1203	1696	1533
WDR20	137	157	161	143
MOK	55	56	114	112
ZNF839	47	47	75	65
CINP	169	167	253	210
TECPR2	161	198	334	271
RNU6-244P	0	0	0	0
ANKRD9	91	58	102	69
MIR4309	0	0	0	0
LINC02323	0	0	0	1
RN7SL546P	1	1	4	5
RCOR1	142	202	176	98
RPL23AP11	1	1	1	0
AL132801.1	0	0	0	0
TRAF3	190	181	210	173
RNU6-1316P	0	0	0	0
AMN	81	78	129	81
CDC42BPB	603	746	1015	793
AL117209.1	22	20	32	30
RPL13P6	0	0	1	2
LBHD2	0	0	0	0
AL161669.1	0	0	0	0
EXOC3L4	0	1	0	1
LINC00677	0	0	0	4
TNFAIP2	95	107	352	364
NDUFB4P11	0	0	0	0
RPL21P12	0	0	0	0
GCSHP2	0	0	0	0
LINC00605	0	0	0	0
AL161669.2	0	0	0	0
AL161669.3	0	1	0	0
RPL21P13	0	0	0	0
RAP2CP1	0	0	0	0
AL138976.1	0	0	0	0
AL138976.2	0	2	4	1
EIF5	977	963	1530	1050
SNORA28	10	12	10	18
HMGB3P26	0	0	0	0
RPSAP5	2	0	0	0
MARK3	398	438	560	410
RPL10AP1	2	5	2	1
CKB	1967	1868	1078	423
AL133367.1	27	36	24	26
TRMT61A	156	132	195	178
RNU7-160P	1	0	0	0
AL139300.2	1	1	2	2
BAG5	317	271	422	334
KLC1	296	352	496	384
AL139300.1	0	0	0	0
APOPT1	70	70	85	56
RNU4-68P	0	0	0	0
AL049840.1	37	59	55	37
AL049840.5	10	6	9	5
AL049840.2	22	18	28	25
AL049840.3	18	20	44	23
AL049840.4	43	33	60	43
XRCC3	81	149	162	135
ZFYVE21	545	396	349	318
PPP1R13B	26	30	31	15
AL049840.6	0	0	0	0
RF00280	0	0	0	0
LINC00637	0	0	0	0
AL132712.1	0	0	1	0
AL132712.2	0	1	1	1
ATP5MPL	285	234	406	330
TDRD9	26	27	45	38
RD3L	0	0	0	0
RN7SL634P	0	0	2	0
ASPG	1	6	6	6
MIR203A	0	0	0	0
MIR203B	0	0	0	0
AL359399.1	0	0	0	0
KIF26A	2	3	1	1
AL590079.1	0	0	0	0
AL512357.1	0	0	0	0
RNU6-684P	0	0	0	0
CEND1P1	0	0	0	0
TMEM179	0	0	0	0
C14orf180	0	0	0	0
BX927359.1	0	0	0	0
AL583722.3	1	0	0	0
LINC02280	2	1	0	0
MIR4710	0	0	0	1
AL583722.1	5	2	3	2
INF2	230	354	405	322
AL583722.4	1	5	8	9
ADSSL1	147	145	138	185
SIVA1	179	179	298	361
AKT1	1546	1457	1452	1240
AL583722.2	319	273	338	290
ZBTB42	12	22	40	40
AL590326.1	2	1	3	2
LINC00638	4	6	5	8
RPS26P49	0	0	0	0
RPS2P4	1	1	0	0
AL583810.2	2	4	1	4
AL583810.1	0	0	0	0
CEP170B	270	338	362	248
AL583810.3	0	0	0	0
PLD4	41	37	47	34
AHNAK2	384	472	658	475
CLBA1	42	67	78	65
CDCA4	86	107	105	79
GPR132	3	3	1	0
LINC02298	9	18	11	14
AL512356.3	0	0	0	0
AL512356.2	0	0	0	0
JAG2	113	108	9	11
MIR6765	0	0	0	0
AL512356.1	0	0	0	0
NUDT14	23	27	49	40
BRF1	234	219	306	326
BTBD6	221	205	324	245
PACS2	247	281	420	422
AL928654.4	4	7	7	16
RPS20P33	2	1	1	0
TEX22	9	9	8	4
AL928654.1	10	10	8	13
MTA1	193	272	240	196
AL928654.2	17	20	25	8
CRIP2	326	306	467	311
CRIP1	1	5	8	4
AL928654.3	0	0	3	0
TEDC1	17	23	22	24
TMEM121	94	68	84	61
ATP5MC1P1	0	0	0	0
ELK2BP	0	0	0	0
IGHA2	0	0	0	0
IGHE	0	0	0	0
IGHG4	0	0	0	0
MIR8071-1	0	0	0	0
IGHG2	0	0	0	1
